trial,has_wave,has_rotation,final_energy,max_amplitude
108,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03283238783478737,0.2040131539106369
109,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.039659686386585236,0.25384923815727234
110,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.04011806100606918,0.2627914547920227
111,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.04660476744174957,0.22107744216918945
112,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.04077494144439697,0.22151724994182587
113,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.030703816562891006,0.17870616912841797
114,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.07000356912612915,0.24680796265602112
115,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.029827944934368134,0.20939861238002777
116,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.035327717661857605,0.25496840476989746
117,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03354176878929138,0.24152536690235138
118,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.033226288855075836,0.18876515328884125
119,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.0318245068192482,0.22697196900844574
120,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.04126238822937012,0.2712514400482178
121,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03864537924528122,0.4477634131908417
122,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.032346613705158234,0.3242155611515045
123,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03438321128487587,0.23054806888103485
124,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.030195411294698715,0.20035810768604279
125,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.05983263626694679,0.2136632651090622
126,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.036479949951171875,0.22033515572547913
127,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.037413712590932846,0.19268375635147095
128,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.04803444445133209,0.24989748001098633
129,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.028446782380342484,0.32742902636528015
130,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.037235602736473083,0.2876328229904175
131,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03264838084578514,0.19413678348064423
132,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.04756161570549011,0.27706798911094666
133,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.027635857462882996,0.2751714885234833
134,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03512892872095108,0.27652978897094727
135,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.04467868059873581,0.20921771228313446
136,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.04914848506450653,0.21338310837745667
137,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.033156029880046844,0.2449125349521637
138,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03513313829898834,0.22198446094989777
139,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03601627051830292,0.24093101918697357
140,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.035628773272037506,0.3481503427028656
141,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03794987499713898,0.27107712626457214
142,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.040583908557891846,0.2437577247619629
143,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.029593948274850845,0.3177657127380371
144,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.041082963347435,0.22661875188350677
145,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03669986128807068,0.25134730339050293
146,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.029496753588318825,0.277910441160202
147,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.0367741659283638,0.3038178086280823
148,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03424699604511261,0.2384943813085556
149,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.04136205092072487,0.30000007152557373
150,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.024140097200870514,0.20392556488513947
151,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03767247498035431,0.21814990043640137
152,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03097216598689556,0.26245614886283875
153,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.029150599613785744,0.3276787996292114
154,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.04073058068752289,0.306148499250412
155,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03110385313630104,0.22736822068691254
156,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03599416837096214,0.29675447940826416
157,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.042429640889167786,0.27247947454452515
