perturbation_strength,rotation_angle,recovery_pct,normalized_recovery,rotation_quality,circularity,final_distance,initial_distance
0.08875000000000001,180.0,0.0,0.629418679948393,0.7579987164963684,0.0,0.48935462287870213,1.3205053692683557
0.08875000000000001,180.0,0.0,0.6525652189783709,0.7728937214649981,0.0,0.4412793451166509,1.2701069933731814
0.08875000000000001,0.0,0.0,0.6711930167754246,0.7256755648303892,0.0,0.4473813348651128,1.3606199311148788
0.08875000000000001,180.0,0.0,0.6504346078456636,0.7199257438800825,0.0,0.5049268991050864,1.4444418996779762
0.08875000000000001,180.0,0.0,0.679981247441794,0.7665258910791193,0.0,0.44004006877636004,1.3750446349118999
0.08875000000000001,180.0,0.0,0.6719403433131909,0.739461097023824,0.0,0.43673853886346026,1.3312778025626122
0.08875000000000001,0.0,0.0,0.6473598361258092,0.7433426388510398,0.0,0.5090694669793029,1.4435946869651535
0.08875000000000001,180.0,0.0,0.6902611874688817,0.7640798697395781,0.0,0.45498947935723943,1.4689456437156334
0.08875000000000001,0.0,0.0,0.6660061485393443,0.7121296093792748,0.0,0.458420075469599,1.372540462840229
0.08875000000000001,180.0,0.0,0.6118099600349346,0.7451696975091533,0.0,0.4613276988784457,1.1884068404227017
0.08875000000000001,0.0,0.0,0.6647141712767086,0.7413623147950468,0.0,0.41989305757808787,1.2523435874906068
0.08875000000000001,0.0,0.0,0.6051791883357226,0.7448234282780204,0.0,0.5196672027596541,1.3162102589504212
0.08875000000000001,0.0,0.0,0.6313995595481641,0.7286548574552523,0.0,0.5290549556046877,1.4353074428130477
0.08875000000000001,180.0,0.0,0.6741249320135123,0.740832036730156,0.0,0.48961265198747733,1.5024550819818439
0.08875000000000001,180.0,0.0,0.5929642515112002,0.7566779380746518,0.0,0.4937916602760151,1.2131407673879104
0.08875000000000001,0.0,0.0,0.6791832825924986,0.7404247257978979,0.0,0.45579345539586413,1.420728505294552
0.08875000000000001,0.0,0.0,0.6505471003472825,0.7801107756617367,0.0,0.49820542071684193,1.4256725905320948
0.08875000000000001,180.0,0.0,0.6616849856085534,0.7401607891958653,0.0,0.4558556595155879,1.347429585221249
