perturbation_strength,rotation_angle,recovery_pct,rotation_quality,circularity,final_distance
0.2777777777777778,180.0,0.0,0.4020862932549316,0.0,0.2800586880901824
0.2777777777777778,0.0,0.0,0.5328151138765154,0.0,0.28865780599072216
0.2777777777777778,180.0,0.0,0.47260402516422717,0.0,0.2868643195830991
0.2777777777777778,180.0,0.0,0.4046478351203986,0.0,0.32636206892881786
0.2777777777777778,180.0,0.0,0.48265996879678186,0.0,0.31027941636453205
0.2777777777777778,180.0,0.0,0.511273511754293,0.0,0.2840041144208023
0.2777777777777778,180.0,0.0,0.5595600239868435,0.0,0.23339253557927295
0.2777777777777778,180.0,0.0,0.48740174700528405,0.0,0.2576406457982702
0.2777777777777778,180.0,0.0,0.645676829611542,0.0,0.31485955405524196
0.2777777777777778,180.0,0.0,0.507929259885347,0.0,0.27605128039108606
0.2777777777777778,180.0,0.0,0.5878973000736917,0.0,0.32603248556078274
0.2777777777777778,180.0,0.0,0.5895709612779203,0.0,0.2830704377317178
0.2777777777777778,0.0,0.0,0.4589843855333877,0.0,0.2858781650147394
0.2777777777777778,180.0,0.0,0.6098492491715168,0.0,0.334094519511496
0.2777777777777778,180.0,0.0,0.553147789087221,0.0,0.28900568682295663
0.2777777777777778,180.0,0.0,0.4640456963611048,0.0,0.30749266446452744
0.2777777777777778,180.0,0.0,0.3964119675958794,0.0,0.2884177004816623
0.2777777777777778,180.0,0.0,0.648733297673203,0.0,0.27541182384661805
0.32222222222222224,180.0,0.0,0.48140756261133555,0.0,0.2658523976295609
0.32222222222222224,180.0,0.0,0.5531449683767786,0.0,0.31530582686449676
0.32222222222222224,180.0,0.0,0.6530507049428008,0.0,0.29770675342055014
0.32222222222222224,180.0,0.0,0.5804096241348551,0.0,0.2597850727274057
0.32222222222222224,180.0,0.0,0.577483622418867,0.0,0.2632153363979145
0.32222222222222224,180.0,0.0,0.46879491019228814,0.0,0.2900325866503265
0.32222222222222224,180.0,0.0,0.4689637278894405,0.0,0.2709931636956867
0.32222222222222224,180.0,0.0,0.4468900755353561,0.0,0.32630238308478504
0.32222222222222224,180.0,0.0,0.4836409712489165,0.0,0.30135065768568275
0.32222222222222224,180.0,0.0,0.5804189272737071,0.0,0.27866681210320515
0.32222222222222224,180.0,0.0,0.5910216740167785,0.0,0.22025038935638472
0.32222222222222224,180.0,0.0,0.26127986841201545,0.0,0.3043641028258471
0.32222222222222224,180.0,0.0,0.4924737278370417,0.0,0.28458633738626526
0.32222222222222224,0.0,0.0,0.485474038991235,0.0,0.2646681049496864
0.32222222222222224,180.0,0.0,0.4538494626735239,0.0,0.3010828756012466
0.32222222222222224,180.0,0.0,0.3257593106552882,0.0,0.3040842195235676
0.32222222222222224,180.0,0.0,0.5047647728864343,0.0,0.2759643394213514
0.32222222222222224,180.0,0.0,0.5700415344945492,0.0,0.28938369625190546
0.32222222222222224,180.0,0.0,0.4393021041398909,0.0,0.28993295272267133
0.32222222222222224,180.0,0.0,0.5084443026746939,0.0,0.28302717157215246
0.3666666666666667,180.0,0.0,0.5405023417553625,0.0,0.3149593181756697
0.3666666666666667,180.0,0.0,0.5485985821367458,0.0,0.27018589644878066
0.3666666666666667,180.0,0.0,0.5095022607933505,0.0,0.26179247025496577
0.3666666666666667,180.0,0.0,0.6468781903834808,0.0,0.26154866573423863
0.3666666666666667,180.0,0.0,0.3860790138365522,0.0,0.26712313726268605
0.3666666666666667,180.0,0.0,0.3881071798542636,0.0,0.3006882416593534
0.3666666666666667,180.0,0.0,0.5166965226231593,0.0,0.2999845137191903
0.3666666666666667,180.0,0.0,0.5200208230469694,0.0,0.3160873454904121
0.3666666666666667,180.0,0.0,0.5672445986137591,0.0,0.30567398339739765
0.3666666666666667,180.0,0.0,0.5127139550821729,0.0,0.328657984960008
0.3666666666666667,180.0,0.0,0.5790421351736457,0.0,0.26097374294317366
0.3666666666666667,180.0,0.0,0.6939036002660998,0.0,0.24501547465429482
0.3666666666666667,180.0,0.0,0.5216879939340449,0.0,0.316316440453969
0.3666666666666667,180.0,0.0,0.4598810553714616,0.0,0.2788360155299775
0.3666666666666667,0.0,0.0,0.2903373485496602,0.0,0.2980371262336453
0.3666666666666667,180.0,0.0,0.5703361592191817,0.0,0.27739905676997534
0.3666666666666667,180.0,0.0,0.7353109756685862,0.0,0.2922700935008267
0.3666666666666667,180.0,0.0,0.4097357280985211,0.0,0.27414253871661187
0.3666666666666667,180.0,0.0,0.506305579572742,0.0,0.296766456548953
